station_id,station_name,temp,latitude,longitude,avg_trip_count,day_count,coords_x,coords_y
6,Dusable Harbor,70.0,41.887,-87.6128,110.75471698113208,159,-9753012.282972919,5144067.592677079
6,Dusable Harbor,75.0,41.887,-87.6128,108.94082840236686,169,-9753012.282972919,5144067.592677079
6,Dusable Harbor,80.0,41.887,-87.6128,101.01190476190476,84,-9753012.282972919,5144067.592677079
7,Field Blvd & South Water St,30.0,41.8863,-87.6175,8.034090909090908,88,-9753535.484579647,5143962.922315944
7,Field Blvd & South Water St,35.0,41.8863,-87.6175,8.666666666666666,117,-9753535.484579647,5143962.922315944
7,Field Blvd & South Water St,40.0,41.8863,-87.6175,12.486725663716815,113,-9753535.484579647,5143962.922315944
7,Field Blvd & South Water St,45.0,41.8863,-87.6175,16.72,100,-9753535.484579647,5143962.922315944
7,Field Blvd & South Water St,50.0,41.8863,-87.6175,21.559633027522935,109,-9753535.484579647,5143962.922315944
7,Field Blvd & South Water St,55.0,41.8863,-87.6175,27.64788732394366,71,-9753535.484579647,5143962.922315944
7,Field Blvd & South Water St,60.0,41.8863,-87.6175,34.76190476190476,105,-9753535.484579647,5143962.922315944
7,Field Blvd & South Water St,65.0,41.8863,-87.6175,43.77777777777778,108,-9753535.484579647,5143962.922315944
7,Field Blvd & South Water St,70.0,41.8863,-87.6175,52.20754716981132,159,-9753535.484579647,5143962.922315944
7,Field Blvd & South Water St,75.0,41.8863,-87.6175,54.42011834319526,169,-9753535.484579647,5143962.922315944
7,Field Blvd & South Water St,80.0,41.8863,-87.6175,56.95238095238095,84,-9753535.484579647,5143962.922315944
9,Leavitt St & Archer Ave,30.0,41.8288,-87.6806,1.8857142857142857,70,-9760559.744448703,5135368.912238325
9,Leavitt St & Archer Ave,35.0,41.8288,-87.6806,1.7560975609756098,82,-9760559.744448703,5135368.912238325
9,Leavitt St & Archer Ave,40.0,41.8288,-87.6806,1.8372093023255813,86,-9760559.744448703,5135368.912238325
9,Leavitt St & Archer Ave,45.0,41.8288,-87.6806,2.341463414634146,82,-9760559.744448703,5135368.912238325
9,Leavitt St & Archer Ave,50.0,41.8288,-87.6806,2.7127659574468086,94,-9760559.744448703,5135368.912238325
9,Leavitt St & Archer Ave,55.0,41.8288,-87.6806,2.7058823529411766,68,-9760559.744448703,5135368.912238325
9,Leavitt St & Archer Ave,60.0,41.8288,-87.6806,3.090909090909091,99,-9760559.744448703,5135368.912238325
9,Leavitt St & Archer Ave,65.0,41.8288,-87.6806,3.298076923076923,104,-9760559.744448703,5135368.912238325
9,Leavitt St & Archer Ave,70.0,41.8288,-87.6806,3.6533333333333333,150,-9760559.744448703,5135368.912238325
9,Leavitt St & Archer Ave,75.0,41.8288,-87.6806,3.5121951219512195,164,-9760559.744448703,5135368.912238325
9,Leavitt St & Archer Ave,80.0,41.8288,-87.6806,3.3292682926829267,82,-9760559.744448703,5135368.912238325
13,Wilton Ave & Diversey Pkwy,30.0,41.9324,-87.6527,13.984251968503937,127,-9757453.930655569,5150858.664423154
13,Wilton Ave & Diversey Pkwy,35.0,41.9324,-87.6527,15.65,160,-9757453.930655569,5150858.664423154
13,Wilton Ave & Diversey Pkwy,40.0,41.9324,-87.6527,20.044585987261147,157,-9757453.930655569,5150858.664423154
13,Wilton Ave & Diversey Pkwy,45.0,41.9324,-87.6527,22.896551724137932,145,-9757453.930655569,5150858.664423154
13,Wilton Ave & Diversey Pkwy,50.0,41.9324,-87.6527,28.758389261744966,149,-9757453.930655569,5150858.664423154
13,Wilton Ave & Diversey Pkwy,55.0,41.9324,-87.6527,34.46666666666667,105,-9757453.930655569,5150858.664423154
13,Wilton Ave & Diversey Pkwy,60.0,41.9324,-87.6527,38.222972972972975,148,-9757453.930655569,5150858.664423154
13,Wilton Ave & Diversey Pkwy,65.0,41.9324,-87.6527,42.65853658536585,164,-9757453.930655569,5150858.664423154
